,Happiness Rank,Region,Freedom,Happiness Score,Country,Generosity,Family,Trust (Government Corruption),Health (Life Expectancy),Economy (GDP per Capita),Year
932,151,Sub-Saharan Africa,0.37740472,3.299200058,Zimbabwe,0.151349187,1.047835231,0.080928579,0.375037611,0.425564021,2020
933,152,Sub-Saharan Africa,0.065609254,2.816600084,South Sudan,0.209934607,0.553278506,0.111156799,0.208809033,0.289082974,2020
934,153,South Asia,0.0,2.566900015,Afghanistan,0.135234714,0.356433839,0.001225785,0.266051531,0.30070585,2020
935,1,Western Europe,0.691,7.842,Finland,0.124,1.106,0.481,0.741,1.446,2021
936,2,Western Europe,0.686,7.62,Denmark,0.208,1.108,0.485,0.763,1.502,2021
937,3,Western Europe,0.653,7.571,Switzerland,0.204,1.079,0.413,0.816,1.566,2021
938,4,Western Europe,0.698,7.554,Iceland,0.293,1.172,0.17,0.772,1.482,2021
939,5,Western Europe,0.647,7.464,Netherlands,0.302,1.079,0.384,0.753,1.501,2021
940,6,Western Europe,0.703,7.392,Norway,0.249,1.108,0.427,0.782,1.543,2021
941,7,Western Europe,0.685,7.363,Sweden,0.244,1.062,0.448,0.763,1.478,2021
942,8,Western Europe,0.639,7.324,Luxembourg,0.166,1.003,0.353,0.76,1.751,2021
943,9,North America and ANZ,0.665,7.277,New Zealand,0.276,1.094,0.445,0.785,1.4,2021
944,10,Western Europe,0.64,7.268,Austria,0.215,1.062,0.292,0.782,1.492,2021
945,11,North America and ANZ,0.647,7.183,Australia,0.291,1.076,0.317,0.801,1.453,2021
946,12,Middle East and North Africa,0.509,7.157,Israel,0.208,1.074,0.119,0.788,1.376,2021
947,13,Western Europe,0.6,7.155,Germany,0.195,0.993,0.306,0.757,1.48,2021
948,14,North America and ANZ,0.648,7.103,Canada,0.246,1.044,0.335,0.798,1.447,2021
949,15,Western Europe,0.606,7.085,Ireland,0.238,1.092,0.367,0.753,1.644,2021
950,16,Latin America and Caribbean,0.673,7.069,Costa Rica,0.105,0.966,0.083,0.722,1.134,2021
951,17,Western Europe,0.58,7.064,United Kingdom,0.34,1.062,0.306,0.757,1.423,2021
952,18,Central and Eastern Europe,0.58,6.965,Czech Republic,0.052,1.09,0.046,0.703,1.37,2021
953,19,North America and ANZ,0.554,6.951,United States,0.252,1.03,0.154,0.621,1.533,2021
954,20,Western Europe,0.489,6.834,Belgium,0.088,0.998,0.187,0.747,1.463,2021
955,21,Western Europe,0.536,6.69,France,0.092,1.081,0.235,0.804,1.421,2021
956,22,Middle East and North Africa,0.661,6.647,Bahrain,0.246,0.899,0.139,0.662,1.409,2021
957,23,Western Europe,0.664,6.602,Malta,0.275,1.055,0.183,0.747,1.411,2021
958,24,East Asia,0.49,6.584,Taiwan Province of China,0.142,0.982,0.139,0.665,1.48,2021
959,25,Middle East and North Africa,0.67,6.561,United Arab Emirates,0.236,0.86,0.223,0.594,1.555,2021
960,26,Middle East and North Africa,0.603,6.494,Saudi Arabia,0.09,0.964,0.163,0.571,1.435,2021
961,27,Western Europe,0.462,6.491,Spain,0.135,1.057,0.124,0.826,1.375,2021
962,28,Western Europe,0.379,6.483,Italy,0.133,0.94,0.047,0.798,1.393,2021
963,29,Central and Eastern Europe,0.69,6.461,Slovenia,0.122,1.093,0.085,0.722,1.36,2021
964,30,Latin America and Caribbean,0.638,6.435,Guatemala,0.163,0.79,0.105,0.519,0.845,2021
965,31,Latin America and Caribbean,0.625,6.431,Uruguay,0.128,1.042,0.223,0.649,1.164,2021
966,32,Southeast Asia,0.664,6.377,Singapore,0.176,1.019,0.547,0.897,1.695,2021
967,33,Central and Eastern Europe,0.593,6.372,Kosovo,0.356,0.807,0.014,0.483,0.937,2021
968,34,Central and Eastern Europe,0.468,6.331,Slovakia,0.107,1.066,0.018,0.653,1.304,2021
969,35,Latin America and Caribbean,0.514,6.33,Brazil,0.142,0.944,0.117,0.571,1.028,2021
970,36,Latin America and Caribbean,0.585,6.317,Mexico,0.092,0.83,0.089,0.634,1.126,2021
971,37,Latin America and Caribbean,0.618,6.309,Jamaica,0.099,0.932,0.035,0.599,0.891,2021
972,38,Central and Eastern Europe,0.476,6.255,Lithuania,0.056,1.065,0.073,0.612,1.35,2021
973,39,Western Europe,0.464,6.223,Cyprus,0.178,0.765,0.061,0.801,1.377,2021
974,40,Central and Eastern Europe,0.641,6.189,Estonia,0.119,1.079,0.263,0.64,1.344,2021
975,41,Latin America and Caribbean,0.596,6.18,Panama,0.079,0.976,0.053,0.667,1.298,2021
976,42,Commonwealth of Independent States,0.716,6.179,Uzbekistan,0.391,1.027,0.271,0.528,0.769,2021
977,43,Latin America and Caribbean,0.438,6.172,Chile,0.159,0.946,0.07,0.678,1.2,2021
978,44,Central and Eastern Europe,0.558,6.166,Poland,0.08,0.982,0.13,0.668,1.309,2021
979,45,Commonwealth of Independent States,0.573,6.152,Kazakhstan,0.143,1.103,0.132,0.527,1.23,2021
980,46,Central and Eastern Europe,0.564,6.14,Romania,0.045,0.832,0.001,0.595,1.275,2021
981,47,Middle East and North Africa,0.591,6.106,Kuwait,0.12,0.857,0.13,0.58,1.461,2021
982,48,Central and Eastern Europe,0.482,6.078,Serbia,0.189,0.924,0.066,0.634,1.101,2021
983,49,Latin America and Caribbean,0.615,6.061,El Salvador,0.116,0.675,0.16,0.565,0.845,2021
984,50,Sub-Saharan Africa,0.59,6.049,Mauritius,0.153,0.996,0.096,0.574,1.178,2021
985,51,Central and Eastern Europe,0.405,6.032,Latvia,0.082,1.047,0.089,0.587,1.285,2021
986,52,Latin America and Caribbean,0.554,6.012,Colombia,0.1,0.866,0.063,0.615,1.021,2021
987,53,Central and Eastern Europe,0.454,5.992,Hungary,0.067,1.083,0.04,0.615,1.301,2021
988,54,Southeast Asia,0.611,5.985,Thailand,0.375,0.957,0.028,0.596,1.107,2021
989,55,Latin America and Caribbean,0.553,5.972,Nicaragua,0.201,0.904,0.176,0.604,0.693,2021
990,56,East Asia,0.504,5.94,Japan,0.02,0.949,0.192,0.838,1.389,2021
991,57,Latin America and Caribbean,0.544,5.929,Argentina,0.069,0.98,0.067,0.646,1.162,2021
992,58,Western Europe,0.621,5.929,Portugal,0.029,0.939,0.033,0.76,1.323,2021
993,59,Latin America and Caribbean,0.578,5.919,Honduras,0.241,0.787,0.083,0.593,0.703,2021
994,60,Central and Eastern Europe,0.453,5.882,Croatia,0.111,1.039,0.0,0.703,1.251,2021
995,61,Southeast Asia,0.651,5.88,Philippines,0.125,0.828,0.126,0.426,0.853,2021
996,62,East Asia,0.353,5.845,South Korea,0.134,0.758,0.135,0.801,1.403,2021
997,63,Latin America and Caribbean,0.536,5.84,Peru,0.087,0.833,0.031,0.623,0.986,2021
998,64,Central and Eastern Europe,0.395,5.813,Bosnia and Herzegovina,0.261,0.919,0.005,0.618,1.032,2021
999,65,Commonwealth of Independent States,0.536,5.766,Moldova,0.137,0.888,0.013,0.542,0.985,2021
1000,66,Latin America and Caribbean,0.56,5.764,Ecuador,0.107,0.806,0.062,0.64,0.935,2021
1001,67,Commonwealth of Independent States,0.673,5.744,Kyrgyzstan,0.266,0.971,0.02,0.501,0.665,2021
1002,68,Western Europe,0.243,5.723,Greece,0.0,0.811,0.074,0.76,1.273,2021
1003,69,Latin America and Caribbean,0.6,5.716,Bolivia,0.138,0.782,0.064,0.486,0.842,2021
1004,70,East Asia,0.397,5.677,Mongolia,0.263,1.065,0.053,0.442,0.966,2021
1005,71,Latin America and Caribbean,0.602,5.653,Paraguay,0.206,0.97,0.037,0.549,0.983,2021
1006,72,Central and Eastern Europe,0.397,5.581,Montenegro,0.166,0.891,0.081,0.637,1.155,2021
1007,73,Latin America and Caribbean,0.581,5.545,Dominican Republic,0.101,0.879,0.144,0.555,1.106,2021
1008,74,Western Europe,0.503,5.536,North Cyprus,0.196,0.806,0.2,0.801,1.377,2021
1009,75,Commonwealth of Independent States,0.326,5.534,Belarus,0.07,1.007,0.199,0.56,1.124,2021
1010,76,Commonwealth of Independent States,0.409,5.477,Russia,0.115,0.992,0.06,0.511,1.241,2021
1011,77,East Asia,0.408,5.477,Hong Kong S.A.R. of China,0.232,0.841,0.342,0.893,1.525,2021
1012,78,Commonwealth of Independent States,0.548,5.466,Tajikistan,0.152,0.895,0.247,0.498,0.508,2021
1013,79,Southeast Asia,0.679,5.411,Vietnam,0.124,0.873,0.091,0.616,0.817,2021
1014,80,Middle East and North Africa,0.474,5.41,Libya,0.131,0.821,0.174,0.435,1.044,2021
1015,81,Southeast Asia,0.624,5.384,Malaysia,0.27,0.797,0.064,0.587,1.259,2021
1016,82,Southeast Asia,0.598,5.345,Indonesia,0.541,0.786,0.046,0.433,0.954,2021
1017,83,Sub-Saharan Africa,0.381,5.342,Congo (Brazzaville),0.144,0.392,0.124,0.307,0.518,2021
1018,84,East Asia,0.636,5.339,China,0.093,0.785,0.117,0.665,1.061,2021
1019,85,Sub-Saharan Africa,0.438,5.306,Ivory Coast,0.177,0.409,0.092,0.052,0.669,2021
1020,86,Commonwealth of Independent States,0.54,5.283,Armenia,0.079,0.758,0.198,0.585,0.996,2021
1021,87,South Asia,0.488,5.269,Nepal,0.287,0.702,0.135,0.496,0.519,2021
1022,88,Central and Eastern Europe,0.494,5.266,Bulgaria,0.125,1.055,0.005,0.583,1.181,2021
1023,89,South Asia,0.575,5.198,Maldives,0.204,1.015,0.073,0.697,1.115,2021
1024,90,Commonwealth of Independent States,0.526,5.171,Azerbaijan,0.043,0.841,0.276,0.541,1.025,2021
1025,91,Sub-Saharan Africa,0.425,5.142,Cameroon,0.205,0.556,0.058,0.159,0.543,2021
1026,92,Sub-Saharan Africa,0.381,5.132,Senegal,0.158,0.558,0.088,0.357,0.518,2021
1027,93,Central and Eastern Europe,0.491,5.117,Albania,0.168,0.529,0.024,0.646,1.008,2021
1028,94,Central and Eastern Europe,0.45,5.101,North Macedonia,0.212,0.772,0.022,0.535,1.068,2021
1029,95,Sub-Saharan Africa,0.517,5.088,Ghana,0.268,0.595,0.058,0.287,0.68,2021
1030,96,Sub-Saharan Africa,0.516,5.074,Niger,0.2,0.402,0.157,0.167,0.162,2021
1031,97,Commonwealth of Independent States,0.602,5.066,Turkmenistan,0.366,1.172,0.033,0.439,1.046,2021
1032,98,Sub-Saharan Africa,0.384,5.051,Gambia,0.465,0.511,0.123,0.21,0.367,2021
1033,99,Sub-Saharan Africa,0.457,5.045,Benin,0.166,0.058,0.178,0.196,0.507,2021
1034,100,Southeast Asia,0.643,5.03,Laos,0.268,0.598,0.179,0.33,0.808,2021
1035,101,South Asia,0.603,5.025,Bangladesh,0.161,0.52,0.164,0.514,0.635,2021
1036,102,Sub-Saharan Africa,0.384,4.984,Guinea,0.25,0.399,0.111,0.206,0.42,2021
1037,103,Sub-Saharan Africa,0.447,4.956,South Africa,0.144,0.895,0.051,0.265,0.967,2021
1038,104,Middle East and North Africa,0.236,4.948,Turkey,0.097,0.809,0.104,0.59,1.26,2021
1039,105,South Asia,0.418,4.934,Pakistan,0.252,0.423,0.097,0.322,0.637,2021
1040,106,Middle East and North Africa,0.477,4.918,Morocco,0.034,0.219,0.088,0.558,0.792,2021
1041,107,Latin America and Caribbean,0.284,4.892,Venezuela,0.078,0.897,0.072,0.574,0.852,2021
1042,108,Commonwealth of Independent States,0.488,4.891,Georgia,0.032,0.47,0.181,0.498,1.03,2021
1043,109,Middle East and North Africa,0.119,4.887,Algeria,0.144,0.765,0.12,0.552,0.946,2021
1044,110,Commonwealth of Independent States,0.417,4.875,Ukraine,0.181,0.958,0.01,0.517,0.979,2021
1045,111,Middle East and North Africa,0.302,4.854,Iraq,0.153,0.638,0.041,0.381,0.91,2021
1046,112,Sub-Saharan Africa,0.424,4.852,Gabon,0.058,0.707,0.064,0.362,1.037,2021
1047,113,Sub-Saharan Africa,0.381,4.834,Burkina Faso,0.182,0.472,0.122,0.179,0.364,2021
1048,114,Southeast Asia,0.702,4.83,Cambodia,0.21,0.68,0.061,0.426,0.603,2021
1049,115,Sub-Saharan Africa,0.608,4.794,Mozambique,0.228,0.634,0.163,0.196,0.183,2021
1050,116,Sub-Saharan Africa,0.433,4.759,Nigeria,0.212,0.625,0.039,0.051,0.663,2021
1051,117,Sub-Saharan Africa,0.384,4.723,Mali,0.164,0.59,0.072,0.11,0.387,2021
1052,118,Middle East and North Africa,0.275,4.721,Iran,0.33,0.557,0.144,0.561,1.03,2021
1053,119,Sub-Saharan Africa,0.398,4.636,Uganda,0.267,0.718,0.054,0.24,0.364,2021
1054,120,Sub-Saharan Africa,0.43,4.625,Liberia,0.221,0.58,0.057,0.253,0.228,2021
1055,121,Sub-Saharan Africa,0.483,4.607,Kenya,0.375,0.508,0.073,0.385,0.603,2021
1056,122,Middle East and North Africa,0.334,4.596,Tunisia,0.057,0.515,0.044,0.59,0.919,2021
1057,123,Middle East and North Africa,0.175,4.584,Lebanon,0.14,0.868,0.026,0.595,1.045,2021
1058,124,Sub-Saharan Africa,0.411,4.574,Namibia,0.091,0.801,0.059,0.262,0.882,2021
1059,125,Middle East and North Africa,0.33,4.517,Palestinian Territories,0.082,0.819,0.075,0.434,0.646,2021
1060,126,Southeast Asia,0.601,4.426,Myanmar,0.52,0.713,0.178,0.341,0.666,2021
1061,127,Middle East and North Africa,0.455,4.395,Jordan,0.079,0.685,0.15,0.583,0.89,2021
1062,128,Sub-Saharan Africa,0.24,4.355,Chad,0.215,0.353,0.084,0.0,0.255,2021
1063,129,South Asia,0.559,4.325,Sri Lanka,0.239,0.82,0.049,0.593,0.99,2021
1064,130,Sub-Saharan Africa,0.323,4.308,Swaziland,0.067,0.693,0.147,0.074,0.849,2021
1065,131,Sub-Saharan Africa,0.202,4.289,Comoros,0.241,0.367,0.101,0.279,0.488,2021
1066,132,Middle East and North Africa,0.446,4.283,Egypt,0.069,0.647,0.092,0.426,0.954,2021
1067,133,Sub-Saharan Africa,0.451,4.275,Ethiopia,0.241,0.679,0.114,0.331,0.37,2021
1068,134,Sub-Saharan Africa,0.218,4.227,Mauritania,0.119,0.749,0.133,0.273,0.666,2021
1069,135,Sub-Saharan Africa,0.207,4.208,Madagascar,0.185,0.503,0.087,0.341,0.266,2021
1070,136,Sub-Saharan Africa,0.289,4.107,Togo,0.209,0.239,0.107,0.203,0.254,2021
1071,137,Sub-Saharan Africa,0.487,4.073,Zambia,0.227,0.552,0.074,0.231,0.528,2021
1072,138,Sub-Saharan Africa,0.408,3.849,Sierra Leone,0.243,0.377,0.047,0.1,0.279,2021
1073,139,South Asia,0.622,3.819,India,0.246,0.316,0.106,0.383,0.741,2021
1074,140,Sub-Saharan Africa,0.298,3.775,Burundi,0.172,0.062,0.212,0.155,0.0,2021
1075,141,Middle East and North Africa,0.268,3.658,Yemen,0.092,0.831,0.089,0.272,0.329,2021
1076,142,Sub-Saharan Africa,0.549,3.623,Tanzania,0.307,0.54,0.231,0.3,0.433,2021
1077,143,Latin America and Caribbean,0.257,3.615,Haiti,0.463,0.173,0.139,0.227,0.294,2021
1078,144,Sub-Saharan Africa,0.484,3.6,Malawi,0.213,0.168,0.134,0.298,0.113,2021
1079,145,Sub-Saharan Africa,0.405,3.512,Lesotho,0.103,0.731,0.015,0.007,0.451,2021
1080,146,Sub-Saharan Africa,0.539,3.467,Botswana,0.027,0.724,0.088,0.34,1.099,2021
1081,147,Sub-Saharan Africa,0.627,3.415,Rwanda,0.227,0.202,0.493,0.407,0.364,2021
1082,148,Sub-Saharan Africa,0.359,3.145,Zimbabwe,0.157,0.649,0.075,0.243,0.457,2021
1083,149,South Asia,0.0,2.523,Afghanistan,0.122,0.0,0.01,0.126,0.37,2021
0,1,Western Europe,0.736,7.821,Finland,0.109,1.258,0.534,0.775,1.892,2022
1,2,Western Europe,0.719,7.636,Denmark,0.188,1.243,0.532,0.777,1.953,2022
2,3,Western Europe,0.718,7.557,Iceland,0.27,1.32,0.191,0.803,1.936,2022
3,4,Western Europe,0.677,7.512,Switzerland,0.147,1.226,0.461,0.822,2.026,2022
4,5,Western Europe,0.651,7.415,Netherlands,0.271,1.206,0.419,0.787,1.945,2022
5,6,-,0.7,7.404,Luxembourg*,0.12,1.155,0.388,0.79,2.209,2022
6,7,Western Europe,0.724,7.384,Sweden,0.218,1.204,0.512,0.803,1.92,2022
7,8,Western Europe,0.728,7.365,Norway,0.217,1.239,0.474,0.786,1.997,2022
8,9,Middle East and Northern Africa,0.568,7.364,Israel,0.155,1.221,0.143,0.818,1.826,2022
9,10,Australia and New Zealand,0.68,7.2,New Zealand,0.245,1.235,0.483,0.752,1.852,2022
10,11,Western Europe,0.623,7.163,Austria,0.193,1.165,0.329,0.774,1.931,2022
11,12,Australia and New Zealand,0.676,7.162,Australia,0.258,1.203,0.341,0.772,1.9,2022
12,13,Western Europe,0.627,7.041,Ireland,0.19,1.166,0.408,0.779,2.129,2022
13,14,Western Europe,0.585,7.034,Germany,0.163,1.088,0.358,0.776,1.924,2022
14,15,North America,0.659,7.025,Canada,0.217,1.188,0.368,0.783,1.886,2022
15,16,North America,0.574,6.977,United States,0.22,1.182,0.177,0.628,1.982,2022
16,17,Western Europe,0.597,6.943,United Kingdom,0.289,1.143,0.329,0.75,1.867,2022
17,18,-,0.66,6.92,Czechia,0.158,1.26,0.048,0.715,1.815,2022
18,19,Western Europe,0.492,6.805,Belgium,0.049,1.106,0.204,0.764,1.907,2022
19,20,Western Europe,0.567,6.687,France,0.07,1.219,0.266,0.808,1.863,2022
20,21,Middle East and Northern Africa,0.693,6.647,Bahrain,0.199,1.029,0.155,0.625,1.854,2022
21,22,Central and Eastern Europe,0.685,6.63,Slovenia,0.118,1.249,0.115,0.769,1.81,2022
22,23,Latin America and Caribbean,0.661,6.582,Costa Rica,0.089,1.054,0.102,0.744,1.584,2022
23,24,Middle East and Northern Africa,0.702,6.576,United Arab Emirates,0.204,0.98,0.25,0.633,1.998,2022
24,25,Middle East and Northern Africa,0.651,6.523,Saudi Arabia,0.078,1.092,0.18,0.577,1.87,2022
25,26,-,0.542,6.512,Taiwan Province of China,0.075,1.095,0.168,0.733,1.897,2022
26,27,Southeastern Asia,0.672,6.48,Singapore,0.163,1.127,0.587,0.851,2.149,2022
27,28,Central and Eastern Europe,0.605,6.477,Romania,0.039,1.006,0.006,0.655,1.719,2022
28,29,Western Europe,0.505,6.476,Spain,0.101,1.211,0.149,0.808,1.808,2022
29,30,Latin America and Caribbean,0.665,6.474,Uruguay,0.103,1.18,0.265,0.672,1.615,2022
30,31,Western Europe,0.412,6.467,Italy,0.085,1.052,0.059,0.801,1.834,2022
31,32,Central and Eastern Europe,0.599,6.455,Kosovo,0.309,0.949,0.035,0.569,1.362,2022
32,33,Western Europe,0.679,6.447,Malta,0.174,1.169,0.166,0.789,1.838,2022
33,34,Central and Eastern Europe,0.496,6.446,Lithuania,0.053,1.204,0.077,0.659,1.804,2022
34,35,Central and Eastern Europe,0.479,6.391,Slovakia,0.118,1.232,0.025,0.707,1.736,2022
35,36,Central and Eastern Europe,0.689,6.341,Estonia,0.123,1.232,0.333,0.728,1.793,2022
36,37,Latin America and Caribbean,0.592,6.309,Panama,0.049,1.107,0.051,0.709,1.715,2022
37,38,Latin America and Caribbean,0.546,6.293,Brazil,0.131,1.044,0.134,0.615,1.462,2022
38,39,-,0.662,6.262,Guatemala*,0.112,0.831,0.115,0.522,1.274,2022
39,40,Central and Eastern Europe,0.584,6.234,Kazakhstan,0.134,1.22,0.157,0.611,1.668,2022
40,41,Western Europe,0.448,6.221,Cyprus,0.123,0.909,0.062,0.819,1.815,2022
41,42,Central and Eastern Europe,0.502,6.18,Latvia,0.075,1.221,0.09,0.637,1.732,2022
42,43,Central and Eastern Europe,0.546,6.178,Serbia,0.219,1.086,0.088,0.658,1.55,2022
43,44,Latin America and Caribbean,0.46,6.172,Chile,0.124,1.08,0.069,0.748,1.651,2022
44,45,Latin America and Caribbean,0.617,6.165,Nicaragua,0.168,1.029,0.212,0.617,1.105,2022
45,46,Latin America and Caribbean,0.621,6.128,Mexico,0.092,0.886,0.115,0.623,1.552,2022
46,47,Central and Eastern Europe,0.535,6.125,Croatia,0.109,1.183,0.0,0.709,1.705,2022
47,48,Central and Eastern Europe,0.523,6.123,Poland,0.124,1.174,0.14,0.712,1.758,2022
48,49,Latin America and Caribbean,0.666,6.12,El Salvador,0.089,0.768,0.212,0.607,1.265,2022
49,50,-,0.617,6.106,Kuwait*,0.087,0.983,0.147,0.747,1.904,2022
50,51,Central and Eastern Europe,0.485,6.086,Hungary,0.078,1.233,0.064,0.668,1.748,2022
51,52,Sub-Saharan Africa,0.589,6.071,Mauritius,0.131,1.116,0.107,0.568,1.591,2022
52,53,Central and Eastern Europe,0.716,6.063,Uzbekistan,0.283,1.092,0.24,0.6,1.219,2022
53,54,Eastern Asia,0.537,6.039,Japan,0.007,1.089,0.218,0.866,1.835,2022
54,55,Latin America and Caribbean,0.582,6.022,Honduras,0.202,0.885,0.076,0.555,1.111,2022
55,56,Western Europe,0.655,6.016,Portugal,0.016,1.078,0.039,0.777,1.76,2022
56,57,Latin America and Caribbean,0.555,5.967,Argentina,0.081,1.102,0.085,0.662,1.592,2022
57,58,Western Europe,0.249,5.948,Greece,0.015,0.98,0.108,0.774,1.703,2022
58,59,Eastern Asia,0.414,5.935,South Korea,0.111,0.886,0.176,0.841,1.851,2022
59,60,Southeastern Asia,0.678,5.904,Philippines,0.107,0.912,0.142,0.514,1.268,2022
60,61,Southeastern Asia,0.617,5.891,Thailand,0.321,1.096,0.026,0.697,1.535,2022
61,62,Central and Eastern Europe,0.561,5.857,Moldova,0.102,1.008,0.028,0.597,1.417,2022
62,63,Latin America and Caribbean,0.567,5.85,Jamaica,0.08,1.045,0.053,0.646,1.296,2022
63,64,Central and Eastern Europe,0.693,5.828,Kyrgyzstan,0.208,1.109,0.025,0.638,1.069,2022
64,65,-,0.342,5.821,Belarus*,0.04,1.157,0.282,0.629,1.562,2022
65,66,Latin America and Caribbean,0.545,5.781,Colombia,0.087,0.929,0.077,0.72,1.452,2022
66,67,Central and Eastern Europe,0.448,5.768,Bosnia and Herzegovina,0.244,1.068,0.006,0.665,1.468,2022
67,68,Eastern Asia,0.398,5.761,Mongolia,0.247,1.197,0.059,0.467,1.393,2022
68,69,Latin America and Caribbean,0.606,5.737,Dominican Republic,0.084,1.003,0.179,0.577,1.538,2022
69,70,Southeastern Asia,0.654,5.711,Malaysia,0.213,0.938,0.126,0.62,1.689,2022
70,71,Latin America and Caribbean,0.627,5.6,Bolivia,0.112,0.88,0.064,0.555,1.256,2022
71,72,Eastern Asia,0.656,5.585,China,0.099,0.958,0.142,0.705,1.508,2022
72,73,Latin America and Caribbean,0.629,5.578,Paraguay,0.171,1.13,0.059,0.624,1.409,2022
73,74,Latin America and Caribbean,0.545,5.559,Peru,0.09,0.865,0.037,0.735,1.397,2022
74,75,Central and Eastern Europe,0.46,5.547,Montenegro,0.135,1.023,0.077,0.659,1.573,2022
75,76,Latin America and Caribbean,0.565,5.533,Ecuador,0.08,0.879,0.083,0.708,1.352,2022
76,77,Southeastern Asia,0.707,5.485,Vietnam,0.143,0.932,0.105,0.611,1.252,2022
77,78,-,0.649,5.474,Turkmenistan*,0.314,1.319,0.032,0.516,1.484,2022
78,79,-,0.523,5.467,North Cyprus*,0.13,0.888,0.213,0.819,1.815,2022
79,80,Central and Eastern Europe,0.401,5.459,Russia,0.117,1.095,0.08,0.586,1.685,2022
80,81,-,0.4,5.425,Hong Kong S.A.R. of China,0.147,0.954,0.383,0.942,1.957,2022
81,82,Central and Eastern Europe,0.558,5.399,Armenia,0.054,0.82,0.21,0.668,1.434,2022
82,83,Central and Eastern Europe,0.572,5.377,Tajikistan,0.118,1.005,0.304,0.518,0.966,2022
83,84,Southern Asia,0.519,5.377,Nepal,0.237,0.784,0.13,0.499,0.984,2022
84,85,Central and Eastern Europe,0.563,5.371,Bulgaria,0.123,1.163,0.021,0.64,1.625,2022
85,86,-,0.477,5.33,Libya*,0.106,0.943,0.179,0.606,1.476,2022
86,87,Southeastern Asia,0.62,5.24,Indonesia,0.468,0.883,0.047,0.539,1.382,2022
87,88,Sub-Saharan Africa,0.451,5.235,Ivory Coast,0.149,0.442,0.124,0.322,1.094,2022
88,89,-,0.488,5.199,North Macedonia,0.215,0.863,0.031,0.637,1.505,2022
89,90,Central and Eastern Europe,0.511,5.199,Albania,0.138,0.646,0.028,0.719,1.439,2022
90,91,Sub-Saharan Africa,0.442,5.194,South Africa,0.089,1.088,0.046,0.361,1.425,2022
91,92,-,0.601,5.173,Azerbaijan*,0.023,1.093,0.341,0.56,1.458,2022
92,93,-,0.367,5.164,Gambia*,0.388,0.621,0.103,0.369,0.785,2022
93,94,Southern Asia,0.622,5.155,Bangladesh,0.125,0.614,0.187,0.581,1.06,2022
94,95,Southeastern Asia,0.679,5.14,Laos,0.197,0.654,0.184,0.479,1.239,2022
95,96,Middle East and Northern Africa,0.146,5.122,Algeria,0.106,0.97,0.15,0.643,1.363,2022
96,97,-,0.405,5.122,Liberia*,0.178,0.67,0.08,0.309,0.636,2022
97,98,Central and Eastern Europe,0.473,5.084,Ukraine,0.188,1.081,0.017,0.583,1.411,2022
98,99,-,0.431,5.075,Congo,0.13,0.405,0.146,0.355,0.95,2022
99,100,Middle East and Northern Africa,0.492,5.06,Morocco,0.02,0.268,0.102,0.565,1.208,2022
100,101,Sub-Saharan Africa,0.593,5.048,Mozambique,0.185,0.66,0.2,0.191,0.578,2022
101,102,Sub-Saharan Africa,0.397,5.048,Cameroon,0.152,0.672,0.074,0.317,0.968,2022
102,103,Sub-Saharan Africa,0.494,5.046,Senegal,0.143,0.53,0.081,0.447,0.933,2022
103,104,-,0.571,5.003,Niger*,0.165,0.56,0.145,0.326,0.57,2022
104,105,Central and Eastern Europe,0.508,4.973,Georgia,0.0,0.612,0.208,0.595,1.467,2022
105,106,Sub-Saharan Africa,0.343,4.958,Gabon,0.032,0.738,0.099,0.396,1.459,2022
106,107,Middle East and Northern Africa,0.328,4.941,Iraq,0.147,0.682,0.046,0.554,1.289,2022
107,108,Latin America and Caribbean,0.283,4.925,Venezuela,0.225,0.968,0.082,0.578,0.0,2022
108,109,Sub-Saharan Africa,0.334,4.891,Guinea,0.214,0.566,0.116,0.275,0.848,2022
109,110,Middle East and Northern Africa,0.281,4.888,Iran,0.241,0.741,0.146,0.642,1.41,2022
110,111,Sub-Saharan Africa,0.5,4.872,Ghana,0.23,0.595,0.056,0.409,1.112,2022
111,112,Middle East and Northern Africa,0.209,4.744,Turkey,0.087,0.865,0.115,0.702,1.707,2022
112,113,Sub-Saharan Africa,0.382,4.67,Burkina Faso,0.186,0.565,0.126,0.32,0.779,2022
113,114,Southeastern Asia,0.74,4.64,Cambodia,0.166,0.732,0.068,0.505,1.019,2022
114,115,Sub-Saharan Africa,0.479,4.623,Benin,0.127,0.064,0.23,0.335,0.932,2022
115,116,-,0.185,4.609,Comoros*,0.195,0.476,0.125,0.424,0.899,2022
116,117,Sub-Saharan Africa,0.402,4.603,Uganda,0.222,0.875,0.066,0.418,0.777,2022
117,118,Sub-Saharan Africa,0.444,4.552,Nigeria,0.175,0.732,0.038,0.3,1.079,2022
118,119,Sub-Saharan Africa,0.44,4.543,Kenya,0.322,0.605,0.082,0.401,1.032,2022
119,120,Middle East and Northern Africa,0.316,4.516,Tunisia,0.029,0.596,0.029,0.656,1.35,2022
120,121,Southern Asia,0.448,4.516,Pakistan,0.181,0.413,0.112,0.374,1.049,2022
121,122,-,0.336,4.483,Palestinian Territories*,0.073,0.957,0.079,0.521,1.148,2022
122,123,Sub-Saharan Africa,0.35,4.479,Mali,0.128,0.483,0.042,0.311,0.792,2022
123,124,-,0.384,4.459,Namibia,0.067,0.877,0.071,0.354,1.292,2022
